Video,Owner,Keep video Y/N,Notes,Interesting time-ranges,Static Camera Y/N,Useful for Vanguard Y/N,Link
week_2021_07_19/2021_07_24/person_pathing_0392_1800000-2100000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_24/person_pathing_0392_1800000-2100000.mp4
week_2021_07_19/2021_07_24/person_pathing_0403_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_24/person_pathing_0403_300000-600000.mp4
week_2021_07_19/2021_07_24/person_pathing_0404_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_24/person_pathing_0404_300000-600000.mp4
week_2021_07_19/2021_07_24/person_pathing_0409_1200000-1291825.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_24/person_pathing_0409_1200000-1291825.mp4
week_2021_07_26/2021_07_26/person_pathing_0416_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0416_0-300000.mp4
week_2021_07_26/2021_07_26/person_pathing_0417.mp4,Bing,,,,Y,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0417.mp4
week_2021_07_26/2021_07_26/person_pathing_0422_1199999-1499998.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0422_1199999-1499998.mp4
week_2021_07_26/2021_07_26/person_pathing_0422_1799998-2003168.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0422_1799998-2003168.mp4
week_2021_07_26/2021_07_26/person_pathing_0424_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0424_900000-1200000.mp4
week_2021_07_26/2021_07_26/person_pathing_0425_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0425_300000-600000.mp4
week_2021_07_26/2021_07_26/person_pathing_0426_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0426_0-300000.mp4
week_2021_07_26/2021_07_26/person_pathing_0428_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0428_600000-900000.mp4
week_2021_07_26/2021_07_26/person_pathing_0430_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0430_300000-600000.mp4
week_2021_07_26/2021_07_26/person_pathing_0433_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0433_300000-600000.mp4
week_2021_07_26/2021_07_26/person_pathing_0433_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0433_600000-900000.mp4
week_2021_07_26/2021_07_26/person_pathing_0437_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0437_600000-900000.mp4
week_2021_07_26/2021_07_26/person_pathing_0439_1500000-1737437.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0439_1500000-1737437.mp4
week_2021_07_26/2021_07_26/person_pathing_0441_2100000-2341775.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0441_2100000-2341775.mp4
week_2021_07_26/2021_07_26/person_pathing_0448_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_26/person_pathing_0448_600000-900000.mp4
week_2021_07_26/2021_07_27/person_pathing_0485_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0485_300000-600000.mp4
week_2021_07_26/2021_07_27/person_pathing_0485_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0485_900000-1200000.mp4
week_2021_07_26/2021_07_27/person_pathing_0489_899999-920653.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0489_899999-920653.mp4
week_2021_07_26/2021_07_27/person_pathing_0490_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0490_0-300000.mp4
week_2021_07_26/2021_07_27/person_pathing_0501_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0501_300000-600000.mp4
week_2021_07_26/2021_07_27/person_pathing_0506_599999-800667.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0506_599999-800667.mp4
week_2021_07_26/2021_07_27/person_pathing_0508_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0508_900000-1200000.mp4
week_2021_07_26/2021_07_27/person_pathing_0512_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0512_0-300000.mp4
week_2021_07_26/2021_07_27/person_pathing_0513_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0513_0-300000.mp4
week_2021_07_26/2021_07_27/person_pathing_0514_1199999-1459491.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0514_1199999-1459491.mp4
week_2021_07_26/2021_07_27/person_pathing_0518_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0518_0-300000.mp4
week_2021_07_26/2021_07_27/person_pathing_0519_1200000-1500000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0519_1200000-1500000.mp4
week_2021_07_26/2021_07_27/person_pathing_0519_1800000-2100000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_27/person_pathing_0519_1800000-2100000.mp4
week_2021_07_26/2021_07_28/person_pathing_0545_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0545_0-300000.mp4
week_2021_07_26/2021_07_28/person_pathing_0548_899999-1131731.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0548_899999-1131731.mp4
week_2021_07_26/2021_07_28/person_pathing_0555_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0555_0-300000.mp4
week_2021_07_26/2021_07_28/person_pathing_0565_1200000-1305539.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0565_1200000-1305539.mp4
week_2021_07_26/2021_07_28/person_pathing_0567_1200000-1500000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0567_1200000-1500000.mp4
week_2021_07_26/2021_07_28/person_pathing_0568.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0568.mp4
week_2021_07_26/2021_07_28/person_pathing_0571_1200000-1500000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0571_1200000-1500000.mp4
week_2021_07_26/2021_07_28/person_pathing_0573_0-300008.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0573_0-300008.mp4
week_2021_07_26/2021_07_28/person_pathing_0573_300008-600016.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_28/person_pathing_0573_300008-600016.mp4
week_2021_07_26/2021_07_29/person_pathing_0576.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0576.mp4
week_2021_07_26/2021_07_29/person_pathing_0578_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0578_0-300000.mp4
week_2021_07_26/2021_07_29/person_pathing_0579_1200000-1337133.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0579_1200000-1337133.mp4
week_2021_07_26/2021_07_29/person_pathing_0579_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0579_300000-600000.mp4
week_2021_07_26/2021_07_29/person_pathing_0582_1800000-2100000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0582_1800000-2100000.mp4
week_2021_07_26/2021_07_29/person_pathing_0585_900000-1179947.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0585_900000-1179947.mp4
week_2021_07_26/2021_07_29/person_pathing_0586_2400000-2661100.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0586_2400000-2661100.mp4
week_2021_07_26/2021_07_29/person_pathing_0586_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0586_600000-900000.mp4
week_2021_07_26/2021_07_29/person_pathing_0588_900000-1077560.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0588_900000-1077560.mp4
week_2021_07_26/2021_07_29/person_pathing_0589_900000-1074333.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0589_900000-1074333.mp4
week_2021_07_26/2021_07_29/person_pathing_0593_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0593_600000-900000.mp4
week_2021_07_26/2021_07_29/person_pathing_0593_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0593_900000-1200000.mp4
week_2021_07_26/2021_07_29/person_pathing_0598_300000-452585.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0598_300000-452585.mp4
week_2021_07_26/2021_07_29/person_pathing_0601_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0601_600000-900000.mp4
week_2021_07_26/2021_07_29/person_pathing_0603_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0603_600000-900000.mp4
week_2021_07_26/2021_07_29/person_pathing_0610_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0610_0-300000.mp4
week_2021_07_26/2021_07_29/person_pathing_0610_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0610_300000-600000.mp4
week_2021_07_26/2021_07_29/person_pathing_0612_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0612_0-300000.mp4
week_2021_07_26/2021_07_29/person_pathing_0612_1800000-2100000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0612_1800000-2100000.mp4
week_2021_07_26/2021_07_29/person_pathing_0612_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0612_300000-600000.mp4
week_2021_07_26/2021_07_29/person_pathing_0612_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0612_900000-1200000.mp4
week_2021_07_26/2021_07_29/person_pathing_0614_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0614_300000-600000.mp4
week_2021_07_26/2021_07_29/person_pathing_0614_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0614_900000-1200000.mp4
week_2021_07_26/2021_07_29/person_pathing_0618_900000-1199067.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0618_900000-1199067.mp4
week_2021_07_26/2021_07_29/person_pathing_0626_2400000-2700000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0626_2400000-2700000.mp4
week_2021_07_26/2021_07_29/person_pathing_0633_0-300008.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0633_0-300008.mp4
week_2021_07_26/2021_07_29/person_pathing_0633_300008-600016.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0633_300008-600016.mp4
week_2021_07_26/2021_07_29/person_pathing_0634_1200000-1495458.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0634_1200000-1495458.mp4
week_2021_07_26/2021_07_29/person_pathing_0634_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0634_900000-1200000.mp4
week_2021_07_26/2021_07_29/person_pathing_0635_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0635_900000-1200000.mp4
week_2021_07_26/2021_07_29/person_pathing_0638_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_29/person_pathing_0638_300000-600000.mp4
week_2021_07_26/2021_07_30/person_pathing_0644_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0644_600000-900000.mp4
week_2021_07_26/2021_07_30/person_pathing_0656_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0656_0-300000.mp4
week_2021_07_26/2021_07_30/person_pathing_0657_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0657_0-300000.mp4
week_2021_07_26/2021_07_30/person_pathing_0657_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0657_600000-900000.mp4
week_2021_07_26/2021_07_30/person_pathing_0658_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0658_300000-600000.mp4
week_2021_07_26/2021_07_30/person_pathing_0660_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0660_300000-600000.mp4
week_2021_07_26/2021_07_30/person_pathing_0662_1500000-1800000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0662_1500000-1800000.mp4
week_2021_07_26/2021_07_30/person_pathing_0662_1800000-2100000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0662_1800000-2100000.mp4
week_2021_07_26/2021_07_30/person_pathing_0662_2100000-2232867.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0662_2100000-2232867.mp4
week_2021_07_26/2021_07_30/person_pathing_0662_600000-900000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0662_600000-900000.mp4
week_2021_07_26/2021_07_30/person_pathing_0662_900000-1200000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0662_900000-1200000.mp4
week_2021_07_26/2021_07_30/person_pathing_0663_1800000-1952567.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0663_1800000-1952567.mp4
week_2021_07_26/2021_07_30/person_pathing_0664_1200000-1500000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0664_1200000-1500000.mp4
week_2021_07_26/2021_07_30/person_pathing_0665_1500010-1799992.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0665_1500010-1799992.mp4
week_2021_07_26/2021_07_30/person_pathing_0668_300000-600000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0668_300000-600000.mp4
week_2021_07_26/2021_07_30/person_pathing_0669_0-300000.mp4,Bing,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_26/2021_07_30/person_pathing_0669_0-300000.mp4
